Comment,Author,Published At,Published Year,Sentiment Type
SCIENCE 🔬 KA SAB RAZZ OR SUSPENCES  BATAUNGA<br><br>FREE 🆓 POST 📪 FREE POST <br>NO CHARGES NO 🚫 COST<br><br>DEAR 💕 SIR/MEDAM <br>GOOD 👍 MORNING 🌄🌕<br>HAPPY NEW YEAR 0 2024<br>ALL THE BEST 👍💯 BETTAR &amp; BEAUTIFUL 💓 DUNIYA<br>JAIN 24 MAHAVEER GANDHI<br><br>EK VISHAL BRAHMAND ME BRAHMAJI NE ANTARIKSH ME NAV BADE BADE VISHAL GRAHO ME ALAG ALAG NAV GAS ⛽ SE BHARPOOR SHAKTI DIYA HAI OR HAREK GRAHO APNI SHAKTI YANI GAS SOORAJ CHANDRA OR PRUTHVI LOK KO INPUT OR OUT PUT SE DETA HAI OR CO2  H2O SE VAPIS RETURN HO JATA HAI<br>HAREK MEGENT  GRAVITATION  ROUNDABLE REDIATION SE WORK KARTA HAI <br>SOORAJ RED 🔴 COLOUR<br>CHANDRA BLUE 🔵 COLOUR<br>PRUTHVI  GREEN 🌳 COLOUR<br>SE  <br>PANI H2O  WHITE OR SONERI SAT COLOUR<br> OR CO2 BLACK ⚫<br>SE SAB CHALTA HAI OR<br> CHALATA HAI <br><br>PRUTHVI LOK KI SAB  H2O SE BOL OR ABOL OR PASHU PANKHI KI GANDKI OR KACHRA OR CO2 SE CHOTA JIV OR PANI KE SAB JIV JANAM LETA HAI OR SHORT TIME KA JIVAN HOTA HAI. <br><br>ALL APNI COMMENTS OR VICHARO MEDIA ME KAHO<br><br>NEXT FREE POST 📪 ME SAB RAZZ OR SUSPENCES BATAUNGA. <br><br>JAY HIND<br>JAIN 24  MAHAVEER GANDHI,@user-ue9yk5ti4c,2024-02-22T10:39:05Z,2024,Neutral
Damnnn!!! This man🥹💘,@melykhya1092,2024-02-22T09:08:36Z,2024,Neutral
2079‼️🚫⚠️,@Syed92ALI,2024-02-22T03:23:54Z,2024,Neutral
Kya aap jab D W jo vidios dalate h aap bhi wahi vidio why vidio kuch adage daliye👍,@VijayKumar-cx8rh,2024-02-21T17:40:58Z,2024,Neutral
That was fantastic Dhruv,@zarraranis7302,2024-02-20T19:55:46Z,2024,Positive
Bhai jobhi ho meri last wist toh ek hi hai aur wo hai smarty aur dhruv sir se milna hai,@raginisingh9964,2024-02-20T17:59:55Z,2024,Neutral
I think vhagar in House of dragon is similar in shape of T rex,@vinaypratap5953,2024-02-19T16:16:36Z,2024,Neutral
He is very intelligent really,@Fazilabbas021,2024-02-19T15:50:49Z,2024,Positive
Salute to your hard work,@ranjanbhattacharya849,2024-02-19T14:07:44Z,2024,Negative
1 million se pehele ho jayenge insano khatam,@Dhananjaysahoo1234,2024-02-19T01:46:37Z,2024,Neutral
Aali mai mai muslim ho aur ham 189 lakh se hai aur hum bander kabe nahi the ham mati se baney,@AllFORPAKISTANTHREEK-E-INSAAF,2024-02-18T04:34:10Z,2024,Neutral
Record nahi thod ga because humans produce lots of pollution and 2,@user-pd8ir1lz9g,2024-02-18T03:00:01Z,2024,Neutral
Camera man never dies 🤣🤣🫡,@XIAOMED.ZHIER0682,2024-02-17T16:05:46Z,2024,Neutral
zaruri to hai bt aj humare a66e rehene se jyada humare zaruraton ko pura kene k liye humein jitna chahiye usse kahi jyada waste hote hain. koi samajhte nehi yea sab. sirf paisa chahiye a66e ph uspe a66e show game a66a gari a66a ghar  chahiye. Insaano ko toh animals ka koi fikr he nhi hai. bohat cruel a hum insaan....,@pujabarman6186,2024-02-17T08:40:44Z,2024,Neutral
Thank you,@LetsLearn_with_Param,2024-02-17T06:31:10Z,2024,Neutral
Wow 🥺🥺🥺🥺👌👌👌👌👌👌,@mohdzakariya-gd4ex,2024-02-16T12:21:34Z,2024,Positive
Dhruv bhai ye insaan to 0.5 million years bhi mushkil se nikal payenge ❤😂❤,@Mysportsmylife,2024-02-15T07:03:15Z,2024,Neutral
"I came to watch a few mins of this video, and got so hooked, ended up watching his entire series of 3 videos on evolution, and now it&#39;s 3 am at night.<br>Imagine teaching like this in schools &amp; universities, education will never be boring, and become so fruitful for students. You just earned another subscriber sir.",@AmanMutreja,2024-02-14T20:52:19Z,2024,Neutral
sir neet syllabus k according video banao na har chapter k 🙂❤,@Pritiraj17,2024-02-14T18:53:47Z,2024,Neutral
John munsay fir,@user-ip1dm8rn6o,2024-02-13T17:28:57Z,2024,Neutral
Insan khud hi apna extinction kar lega. Koi estroid bahar se nhi ayega. Na hi hamara sun ek red gient banega. Ulta hum hi gient ki tarah is khubsoorat planet ko kha jayenge. <br>Dusra planet search krne se acha ha isi planet ko bacha lo to time or pesa dono bach jayega. <br>Baaki sab har har mahadev,@harishkr2394,2024-02-12T21:18:43Z,2024,Neutral
😊😊😊<br>😊😊😊,@haroonrashid1651,2024-02-12T18:43:05Z,2024,Neutral
Respect button ❤,@sandeeppandey6741,2024-02-12T04:17:48Z,2024,Neutral
Ek video iske research pr banao Dhruv bhai ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,@official.s.k88,2024-02-11T18:19:44Z,2024,Neutral
Fukra insaan the king of YouTube,@Fukra-insaan-Kannada,2024-02-11T16:41:42Z,2024,Neutral
Bahut he muskil h,@MustafaAnsari-is7dc,2024-02-11T15:06:54Z,2024,Neutral
"<a href=""https://www.youtube.com/watch?v=ZJG1FjH1cEE&amp;t=625"">10:25</a> size 10-15 Kilometres???? Size in Km😶",@Maharaj_Music,2024-02-11T14:32:29Z,2024,Neutral
Nice,@sunilbahuguna5561,2024-02-11T14:32:19Z,2024,Positive
"Mr Rathe,e Biggest Extinction was Permian Triassic Extinction not Creatacous Tertiary Extinction of Dinosaurs.",@Penopedia,2024-02-10T09:29:25Z,2024,Neutral
डायनासोर मेरे आगे आऐ थे हमारे भारत। मे संत युग कहते हैं तो पहले क्या। था भाई मेरे बना सको तो वीडीयो जरुर बना ना तो हमें भी पता चले आखीर माजरा क्या है,@SAHIL__GAMING79,2024-02-09T15:48:56Z,2024,Neutral
Good,@user-fc5mi2no2d,2024-02-09T09:28:34Z,2024,Positive
Dinosaur pollution nahi failate the isile itna tym tk rah gyee,@Banarasipaan,2024-02-09T08:59:38Z,2024,Neutral
"Bro make video on how people who don’t want to an Indian, left the country for good! But Indians trapped him in foreign land…this is your kind!",@user-sj9py9wn6u,2024-02-09T08:04:16Z,2024,Neutral
Salam bhai aapko 😊😊,@user-sf9lb6bq4t,2024-02-08T18:55:15Z,2024,Neutral
He is the best explainer 👏👏,@rixxfun,2024-02-08T18:23:34Z,2024,Positive
Iss hutiye ko maine hide karke rakkha hua tha... Haala sab jaanta hai... Vlodie onlinee scientist.,@Amarjeet_Sarma,2024-02-08T18:17:18Z,2024,Neutral
😊😊😊😊❤❤,@surajkumar18211,2024-02-08T15:29:18Z,2024,Neutral
Best video 📸,@shaikhaltafshaikhusman5214,2024-02-08T06:34:49Z,2024,Positive
Sir एक वीडियो इस पर बनाये की पहले अंडा आया या मुर्गी मै उम्मीद करता हु की आप इसकी जानकारी जरूर देंगे 🙏🙏🙏,@user-xf7jh5yn5u,2024-02-07T17:11:43Z,2024,Neutral
❤️🌺🌹🌍🙏,@khimajiMakvana,2024-02-07T09:43:48Z,2024,Neutral
2gb ram,@imangry7533,2024-02-07T08:44:53Z,2024,Neutral
The energy of the asteroid =3.47×10²² Joules 😮😮😮😮😮 Can you imagine how big this energy😮😮😮,@zubair_khan420,2024-02-07T07:13:04Z,2024,Neutral
Ritik,@MockwithRitik,2024-02-06T18:56:16Z,2024,Neutral
Sir aap logo ko itni detail me kese pata hai mujhe aaj tak samajh nhi aaya 😅😂,@kaartel2,2024-02-06T15:34:09Z,2024,Neutral
Fact : Human species will be over too someday just like gods other creation😊,@ShahbazKhan-ng7io,2024-02-06T00:00:55Z,2024,Neutral
yr koi 2 million subscribers manu vi kal do🤣😂🤫🤭,@saadbajwa0000,2024-02-05T19:44:13Z,2024,Neutral
"It is impossible for humans to spend as much time as dinosaurs on this Earth, because we humans are exploiting this Earth with our eyes closed.",@PrashantsagarM,2024-02-04T09:15:59Z,2024,Negative
You are Legend,@deepakshewaramani,2024-02-03T23:05:43Z,2024,Neutral
Salute Bro. U r my Fav.ever,@prasad7859,2024-02-03T18:00:01Z,2024,Neutral
I love my earth 🌎🌎🌎❤❤❤,@nasimakbar4583,2024-02-03T17:27:41Z,2024,Positive
😢,@user-zp4ks4tj8m,2024-02-03T15:44:30Z,2024,Neutral
Nice sir ❤❤❤❤❤,@RoYadav-,2024-02-03T02:51:43Z,2024,Positive
Dinosaur ki dead kis hui ye to bta dia but jisse hui ajtak uski  pics to dikhai tk nhi uss comets ya astroid ko jisse dinosaur ka vinash hua,@momococoninu5552,2024-02-02T16:16:21Z,2024,Negative
Good information bro,@vikashsingh6503,2024-02-02T13:03:38Z,2024,Positive
Ho jaye to achha hai,@ipy_line_,2024-02-02T09:12:53Z,2024,Neutral
😢😢,@jivanpradhan1892,2024-02-02T03:13:40Z,2024,Neutral
"Isse ye pata chalta hai ki hum humans are not the king of ruler of earth the real king and owners sof earth are animals, jo Earth ko balanced rakhte hai , hum unki virasat hai , ha hum tarakki karte toh hai but unn se jyada na tik payenge na balance bana sakhte hai they were the king and ruler of earth",@OmSPKoli,2024-02-01T22:35:20Z,2024,Neutral
"Ye mangal ग्रह से Astroiyst aaya tha jo ki janbhujh kar giraya gya tha iske pichhe real story thi, wo v एलीन  लोग द्वारा giraya gya tha. Eliens चाहते थे की, is earth par sirf intelligent human hi hona chahiye isiliye giraya gya. 🧿🧿🧿🧿🙏🙏🙏🤞🤞डिनासौर ko hattane ke liye क्योंकि, unki jaati kuch jyada badh gyi thi.",@shri0111,2024-02-01T21:41:47Z,2024,Neutral
When qayamat came everything in the universe will be extinct,@misrar2565,2024-02-01T21:19:02Z,2024,Negative
Save to hasdeo arand i am from india,@Himanshu-ko6ml,2024-02-01T18:01:53Z,2024,Neutral
Nature ko bina hani pahuchaye insan ji sakta hai,@gkfactory10x23,2024-02-01T17:40:02Z,2024,Neutral
Hum soye hua hai.hum jage nahi hai😂 abhi tak,@kumarshen8210,2024-02-01T15:03:56Z,2024,Neutral
Bhai tu Ball charte charte Dayanasor kase charne laga😂😂😂😂😂😂,@irfanShaikh-no5kr,2024-02-01T11:22:36Z,2024,Neutral
👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌,@tejasvinipatel2995,2024-02-01T08:15:18Z,2024,Neutral
😢😢😢😢,@JJrilex666,2024-02-01T06:08:33Z,2024,Neutral
Is dhamaka ka zikar hamari kitab  Quraan Shareef me 1400 saal pahle bata Diya gaya tha😊❤❤🎉,@asasbushama786,2024-02-01T04:13:13Z,2024,Neutral
insan pehlay he mr jay ga,@MuhammadBilal-qg6gh,2024-02-01T03:57:15Z,2024,Neutral
tumne dekha hai kya ye dinosaur  v myth hai like ramayana mahavarat .,@sagarsardar393,2024-01-31T19:35:21Z,2024,Neutral
Kya bolu thanks,@user-jr7kg8wt8j,2024-01-31T19:14:16Z,2024,Positive
inlog ka gyan hona bhi jaruri tha nahi hotey toh insan paida nahi hota hota bhi mardetey yr log,@ragesuman4523,2024-01-31T15:40:23Z,2024,Neutral
❤❤❤❤ history  jitna aap ashe se samja sakte shayad or koi b nhi,@anjalibuttardi254,2024-01-31T01:55:22Z,2024,Neutral
Yes human dinosaur 🦕 ka record Thor sakta  hai aagar human nature me Jada Dayan kare aur Jada pollution na felaye nature ka Dayan aur saaf rakhe to human dinosaur ka record Thor sakta hai❤❤❤😊😊😊,@user-dw9zn1xg9i,2024-01-30T15:41:04Z,2024,Neutral
Druv sir aap Jada tar  galaxy ya universa ke bare me Jada video banna sakte ho kyuki mujhe Jada tar galaxy ke bare me jana aur samajna in chizo me   interest hai 😊😊,@user-dw9zn1xg9i,2024-01-30T15:11:37Z,2024,Neutral
I m big fan of dhruv rathi sir ❤,@Chandra_the_warrior,2024-01-30T12:43:02Z,2024,Neutral
"<a href=""https://www.youtube.com/watch?v=ZJG1FjH1cEE&amp;t=1370"">22:50</a>  0.3 Million saal me hi Insaan khatam ho jane chahiye bcoz me nahi chahta mere marne ke bad bhi insaan zinda rahe😂😂😂",@saberakhatun2701,2024-01-30T09:21:05Z,2024,Neutral
"<a href=""https://www.youtube.com/watch?v=ZJG1FjH1cEE&amp;t=1370"">22:50</a>  0.3 Million saal me hi ho jana chahiye kyuki me nahi chahta mere marne ke bad bhi insaan bahot salo tak zinda rahe😂",@saberakhatun2701,2024-01-30T09:20:10Z,2024,Neutral
"As much as it&#39;s sounds interesting the only thing here I can relate is when you believe there&#39;s a God who let this happen, there is no life by itself until someone decides there should be a breathing creature. Just imagine how can all these events happen by itself, and we as humans talk about it, it&#39;s simple God created the heavens and earth all these things evolved when he allows it to happen 🌎",@bert9143,2024-01-30T00:46:25Z,2024,Positive
Y series type banai,@Aamirpanhwar578,2024-01-29T19:42:43Z,2024,Neutral
2 gante ke banai,@Aamirpanhwar578,2024-01-29T19:42:24Z,2024,Neutral
Karbala ke history p vedeo banai,@Aamirpanhwar578,2024-01-29T19:41:28Z,2024,Neutral
I really appreciate your work. But what i believe is dinosaurs didn&#39;t exist. I dont know why.,@hinanaeem7469,2024-01-29T18:53:51Z,2024,Positive
Within 100 years isaano k Patan ho jayega...,@akesh_07,2024-01-29T17:34:40Z,2024,Neutral
Please make a video on bigbang theory,@Siggzzz,2024-01-29T16:41:04Z,2024,Neutral
Suii,@ffh4x__draken416,2024-01-29T02:06:26Z,2024,Neutral
What makes end of Jurassic period,@rakeshpawar9303,2024-01-28T07:07:52Z,2024,Neutral
Any Jurassic park series lover here 😍🎉,@tteejjj,2024-01-27T16:01:04Z,2024,Neutral
Sir apko ek video sole par bhi banao,@alltypedodo8136,2024-01-26T18:05:47Z,2024,Neutral
Perfact video sir nice m pakistan se hun lekin apko like krta hun,@MuhammadSaqib-vi6jj,2024-01-26T15:27:58Z,2024,Positive
Sir qayamat insano samait puri dharti ko khatam kr de gi insan aik laakh saal se pehle hi khatam go jaen gay,@MuhammadSaqib-vi6jj,2024-01-26T15:26:30Z,2024,Neutral
bhai i want video on doomsday clock,@AllTypesShorts80,2024-01-26T06:34:22Z,2024,Neutral
Kaun kaun iss video ko 2024 ma dakh Raha ha????,@Iam_jaskaran21,2024-01-26T03:53:34Z,2024,Neutral
Then what about gods existence is it true ????,@makampooja6767,2024-01-26T03:36:54Z,2024,Positive
Sure human will extinct before target year of dinosaur,@user-lc4ok7bt9z,2024-01-26T02:49:55Z,2024,Positive
according to AI that hole in earth would be approximately 3 km deep i dont think so their is any hole in earth 3 km deep and sooo wide,@muhammadjunaidsaeed1373,2024-01-25T23:52:07Z,2024,Negative
Huge love from 🇵🇰,@mianzain7017,2024-01-25T17:30:39Z,2024,Positive
Allah knows better ☝🏻,@m4di12,2024-01-25T10:16:49Z,2024,Positive
❤❤,@MR_SAMEER_78692,2024-01-24T18:38:48Z,2024,Neutral
Thanks sir❤,@bharatyadav975,2024-01-24T15:58:21Z,2024,Positive
"Sir, Us samay bhagwan kahan rahte the ?",@Santosh-lq6cb,2024-01-24T15:43:04Z,2024,Neutral
App no zem tv❤,@user-df6bi9dp8s,2024-01-24T15:31:25Z,2024,Neutral
Nice video bhai hum to un ke mokabela me 1 percent bhi nahi jee payen ge. Kyu ki hum apne hi dushman hai,@shootershaikh8386,2024-01-24T14:59:22Z,2024,Positive
I don&#39;t find watching  his videos boring ❤🎉❤,@lwksdaimary2825,2024-01-24T13:21:30Z,2024,Negative
Allah talah ki qudrat hai❤❤,@user-xi9pf5jl3e,2024-01-24T11:28:02Z,2024,Neutral
Insaan dengerous animal,@firozbaig263,2024-01-24T05:52:56Z,2024,Neutral
Being a neet aspirant I complete evolution chapter😂❤,@drishtigautam1299,2024-01-23T19:15:35Z,2024,Positive
"Sir, right now I am 18 years old, I am from Bihar, I try to learn a lot from your videos and have learned a lot, I want to improve in the field of biodiversity and nature in future. Sir please 🥺 It is with great sadness that I have to say that the way mankind plays with nature, one day it may have a negative impact on mankind. ...... आपके चरणों मैं कोटि कोटि नमन 🙏🙏🙏🙏",@user-vy8uu2nu4y,2024-01-23T16:12:13Z,2024,Positive
trata aur dwaper yug kb tha......ram ji kb aaye...mahabarat kb hua😢😢😢😢😢,@Saurabhsingh-qy2ip,2024-01-23T09:19:06Z,2024,Neutral
Universe ke or intersting facts janne ke liye humhare channel ko subscribe kare 🙏🙏🙏,@OurDiscoveryScience,2024-01-23T03:18:45Z,2024,Neutral
I agree the polution,@NituGuriya,2024-01-22T14:14:52Z,2024,Neutral
Very dangerous,@jyotiumbare5490,2024-01-22T10:19:48Z,2024,Negative
Ek din hum sabko aur is dharti ko hamesha ke liye samapt hona hai,@azeemmirza91,2024-01-21T21:29:47Z,2024,Neutral
Sab Allah ki banayi hui cheez hai,@azeemmirza91,2024-01-21T21:29:10Z,2024,Neutral
want more videos on cosmology and universe releated topics,@pratipchatterjee3922,2024-01-21T18:49:49Z,2024,Neutral
I like tanose,@BALD_EAGLE__.,2024-01-20T19:43:42Z,2024,Neutral
After watching this video My love for animals has increased..... Wonderful video... 🙏,@KalyugRa1,2024-01-20T16:42:22Z,2024,Positive
then britishers arrived,@moviescarnival1159,2024-01-20T13:41:25Z,2024,Neutral
Jai Shree R,@ATTITUDE138,2024-01-20T09:22:12Z,2024,Neutral
Humans  will destroyed in 1 million,@advik6745,2024-01-20T04:15:09Z,2024,Neutral
China made dinosaur isit true,@shivalinggk8659,2024-01-19T17:16:39Z,2024,Positive
Druv rati u r far better than modhi marjaa,@rameshsubramaniam2568,2024-01-19T15:56:09Z,2024,Positive
👏🏼👏🏼👏🏼👏🏼thank you so much very nice video i enjoyed watching 😊,@happylife-xb5qm,2024-01-19T14:47:26Z,2024,Positive
Dinosaurs khate kia the,@riyakumari8292,2024-01-19T08:32:29Z,2024,Neutral
Cockroach phle ayi thi ya dinosour,@riyakumari8292,2024-01-19T08:24:29Z,2024,Neutral
ना,@user-kk3vv5xx1r,2024-01-18T15:03:24Z,2024,Neutral
"ईस दुनिया में जिसका भी राज होगा वो खतम।<br>जैसे डऐनआसओर का राज डऐनआसओरखतम।<br>वैसे इन्सान का राज इन्सान खतम।💯💯💯<br>इन्सान राज कर रहा है जैसे जानवर पर, पक्षी पर, पेड़, पानी, पर्वत , आकाश आदि",@user-kk3vv5xx1r,2024-01-18T15:01:34Z,2024,Neutral
Bhai meri baat suno kahana platinum insanon ko dharti per laane ja rahe the,@user-wr5xz1bn5g,2024-01-17T21:17:25Z,2024,Neutral
I love you❤,@salty_suga5410,2024-01-17T19:45:10Z,2024,Positive
"Isi topic ko school me hadd se jyada bor karke padhate hain😢😢, but he made it intresting❤",@MohdRehan-cf7gt,2024-01-17T17:26:42Z,2024,Neutral
1 million year phla amham khtm,@zainchandia1968,2024-01-17T16:55:04Z,2024,Neutral
jo huya acca hua😂,@itsfahim527,2024-01-17T16:44:02Z,2024,Neutral
Par kya un dainasours ke pas ham insano jitna dimag nahi hoga jab ki vo hamse bhout jada waqt jiye hai,@aaryansingh9935,2024-01-16T19:19:17Z,2024,Neutral
Superb video😢😢❤❤❤,@thunderkillergamingpro5293,2024-01-16T16:19:21Z,2024,Positive
"Ok, I agree with you but what about GOD?? is it proved that such a perfect echo system , Invironmental  system , respiration system and most important Reproduction system has evoluted by itself , I don&#39;t understand , It&#39;s amazing, just imagin how nature knows that every specie should have one pair and they have to sex to reproduce ????",@OurreligionIslam139,2024-01-16T09:03:25Z,2024,Positive
Qyamat bhi asy aye gi Kuch bhi nai beachy ga power of Allah,@UbaidTufani7112,2024-01-15T16:57:31Z,2024,Neutral
Tt,@user-cg6mp7if4u,2024-01-15T16:27:26Z,2024,Neutral
Nhi,@ABHISHEK-AR07,2024-01-15T10:14:28Z,2024,Neutral
"Hindu dharm dinosaur se bhi purana. Zyada tar dinosaur hindus the aur mandiron mein pooja karte the. Gau maata ko ye paalte the. Mandir vahin, crater pe hi bangega ⛳",@harrymahal1600,2024-01-15T09:15:45Z,2024,Neutral
Today our Madina have those part of asteroid sent by Allah to begin Human Insurgence on earth ❤. Thats why we pray to it to give our Thankyou to bring us here.,@JayYadav-yh2xo,2024-01-15T08:06:27Z,2024,Neutral
1000 years me sub khatam ho jayenge😂😂😂,@politicalboy399,2024-01-14T14:37:07Z,2024,Neutral
Plzz make video on Amazon forest,@shahbeerkhan3710,2024-01-14T10:53:12Z,2024,Neutral
Love u Dhruv sir,@_NIGHT_HAWK_0X,2024-01-13T14:47:19Z,2024,Positive
Fact that dominat dinos ruled 170 million didn&#39;t even invent any technology alone fact that gie much potential human has,@animeshorts_yt_1979,2024-01-13T10:56:20Z,2024,Neutral
1450.years.muslim.hai,@abdullahm1410,2024-01-13T05:14:48Z,2024,Neutral
"<a href=""https://www.youtube.com/watch?v=ZJG1FjH1cEE&amp;t=1373"">22:53</a> <br>Or we&#39;ll never extinct",@manjusahani1728,2024-01-12T22:11:29Z,2024,Neutral
Nice,@pujaranisahoo3181,2024-01-12T15:53:13Z,2024,Positive
Thik h bro par ye pathar KAHA se aya,@importedhakomatnamanzoor537,2024-01-12T12:57:12Z,2024,Neutral
1 million years vi nhi rahega,@Indrajitsen2007,2024-01-12T11:56:39Z,2024,Neutral
❤❤❤❤,@tseringchosphel1100,2024-01-12T10:26:48Z,2024,Neutral
Yrr Tumhari video to bas continue dekhte rhe ho ❤,@heartofart4593,2024-01-12T06:47:10Z,2024,Neutral
Dainasor ki acha din kab aayega,@SuvoMondal-nk7mn,2024-01-11T22:39:06Z,2024,Neutral
I wanna meet you brother,@Sexycrazy9898,2024-01-11T22:06:07Z,2024,Neutral
King Kong story please,@hpanderson7913,2024-01-11T18:26:05Z,2024,Neutral
Behtareen Content ❤,@dr.m_amir,2024-01-11T15:41:26Z,2024,Neutral
"<a href=""https://www.youtube.com/watch?v=ZJG1FjH1cEE&amp;t=1377"">22:57</a>  nahii",@DhanuMaske,2024-01-11T14:10:06Z,2024,Neutral
Meri aishwariya rai hain😂,@aashishlama2005,2024-01-11T05:30:38Z,2024,Neutral
Insan per search kr k btao k pahla insan Kon tha or bgair insan k kasa pada hogya,@Panjabi.727,2024-01-10T23:08:43Z,2024,Neutral
Good bhai 👉🌍🥰,@arsalanali266,2024-01-10T16:23:37Z,2024,Positive
excellent video,@anjanbiswas3158,2024-01-10T11:16:21Z,2024,Positive
Thanks,@kaberibadyakar3253,2024-01-10T07:22:36Z,2024,Positive
"500 ,mili",@Peopleanytime246,2024-01-09T13:13:34Z,2024,Neutral
Indeed Allah is the best planner,@aqibnazir235,2024-01-09T09:58:03Z,2024,Positive
Insaan prajati ke liye bhagwan ko in jaise jivo ko nastha karna jaruri pada!<br>...agar bhagwan chahe to insaano ka bhi yhi ho sakta hai 😓,@srk0034,2024-01-09T05:56:26Z,2024,Neutral
"True, humans are real destroyer for earth",@muskannangia,2024-01-08T23:12:47Z,2024,Positive
"AP her cheez Kay baray may videos bamatay hay. Es phar bhi banae Kay Movies bananay walay awer en may Kam karnay walay generations ku Kitna nuqsan pohonchatay hay, crimes, nashay k tareeqay sekatay hay. Visuals insani demagh phar Kitna asar Andaz huta hay. Batao logo ko",@KhulafaEMuhammad,2024-01-08T16:59:48Z,2024,Neutral
I also nature lover so we have to save our earth,@sayanbera3498,2024-01-08T15:52:05Z,2024,Neutral
25% ભી nahi jinda reh paege,@V-.S,2024-01-08T15:29:58Z,2024,Neutral
thanks for birds information,@ShiderthaRomonKarmoker09,2024-01-08T06:45:37Z,2024,Positive
Please make Amazon forest video,@jidoddamani8360,2024-01-07T17:04:30Z,2024,Neutral
I think only 1 million years have humans exist in the earth,@AmanKumar-yw8hb,2024-01-07T11:09:02Z,2024,Neutral
What is your age,@AbhishekGupta-rp5mh,2024-01-07T10:19:49Z,2024,Neutral
What is your name,@AbhishekGupta-rp5mh,2024-01-07T10:19:20Z,2024,Neutral
"Exa:Vilupt prajapati jaise  save  tiger,  save soil,  save girl etc.",@shaileshdhone8808,2024-01-07T07:32:00Z,2024,Neutral
"Hi im from sindh Pakistan .i realy like your every video ,the content you put into the video is just simply explained and well knowledged♥️👌",@imtphysics4265,2024-01-07T07:08:32Z,2024,Neutral
"Learnings from the video - <br>1. Interesting!! <br>2. Humans are not the only reason for global warming/climate change lol.<br>3. Major predators are bound to be extinct (dinosaurs as well as humans).<br>4. Although dinosaurs got extinct because of an asteroid, humans will set a new record of extinction - self destruction. Funnily, we can protect ourselves from outside world phenomena and natural disasters with new inventions at the cost of nature. Over the years, we will be the cause for our own extinction rather than any external event.",@ashna08,2024-01-07T06:03:54Z,2024,Positive
G ni,@AAeducation-pt2ym,2024-01-06T22:23:41Z,2024,Neutral
Ek din ye duniya khatm ho jayegi....mera dil kehta hai.....,@brandedboy101,2024-01-06T17:00:31Z,2024,Neutral
Please one video on Deja Vu,@Starfish78958,2024-01-06T06:38:00Z,2024,Neutral
"<a href=""https://www.youtube.com/watch?v=ZJG1FjH1cEE&amp;t=1391"">23:11</a>",@fanmasti4504,2024-01-05T18:13:33Z,2024,Neutral
he is my best creator and youtuber how knowledge able video he make,@user-cb6zl1wz7q,2024-01-05T11:09:45Z,2024,Positive
Your videos always full of knowledge... ❤ looking for more science fiction videos🎉,@sanikasutar1132,2024-01-05T08:53:28Z,2024,Positive
as gd as 1 sn,@rajeevarab6175,2024-01-04T19:34:50Z,2024,Neutral
Osm video Sir,@Anwarkumar1515,2024-01-04T15:47:23Z,2024,Neutral
😮😮😮,@ganeshram5847,2024-01-04T14:40:58Z,2024,Neutral
Im enjoying this video like a live encyclopaedia.😊😃,@jxalxo09,2024-01-04T13:15:52Z,2024,Positive
Well I do Criticize Dhruv On his Political Videos <br>But I Love His Content &amp; All This Type Of Videos.<br>&amp; Also His Vlogs .,@JohnWick-nm6jx,2024-01-04T09:16:38Z,2024,Neutral
❤,@mehranghanghro3286,2024-01-04T08:00:44Z,2024,Neutral
